"id","english_name","french_name","critical","departments","groups"
543,"Global Public Health Intelligence Network (GPHIN)"," ()","TRUE","Public Health Agency of Canada (PHAC)",
544,"Grants and Contributions System (MCCS)"," ()","TRUE","Public Health Agency of Canada (PHAC)",
545,"HC Internet Websites ()"," ()","TRUE","Public Health Agency of Canada (PHAC)",
546,"HC Network (Directory and File and Print Services, Corporate e-mail, Internet and Intranet Access)()"," ()","TRUE","Public Health Agency of Canada (PHAC)",
547,"Health Information Claims Processing System - Hosted Externally (HICCUPS)"," ()","TRUE","Public Health Agency of Canada (PHAC)",
548,"Immunization Records System ()"," ()","TRUE","Public Health Agency of Canada (PHAC)",
549,"Inspection Reporting Services (IRS)"," ()","TRUE","Public Health Agency of Canada (PHAC)",
550,"Integrated Suite of Tools for Operational Processes (iSTOP)"," ()","TRUE","Public Health Agency of Canada (PHAC)",
551,"Joint Emergency Preparedness Committee; CEPRU Inventory; CEPRU Incident Report log (CERU)()"," ()","TRUE","Public Health Agency of Canada (PHAC)",
552,"Laboratory information Management System (LIMS)"," ()","TRUE","Public Health Agency of Canada (PHAC)",
553,"Labview HCIL/MITES ()"," ()","TRUE","Public Health Agency of Canada (PHAC)",
554,"Medical Device Systems ()"," ()","TRUE","Public Health Agency of Canada (PHAC)",
555,"Medical Records Chart Index ()"," ()","TRUE","Public Health Agency of Canada (PHAC)",
556,"Medical Transportation Data Store ()"," ()","TRUE","Public Health Agency of Canada (PHAC)",
557,"Medical Transportation Records System (MTRS)"," ()","TRUE","Public Health Agency of Canada (PHAC)",
558,"Methadone Exemptions ()"," ()","TRUE","Public Health Agency of Canada (PHAC)",
559,"National Enteric Surveillance Program ()"," ()","TRUE","Public Health Agency of Canada (PHAC)",
560,"Network infrastructure for Video Conferencing and Teleconferencing systems at 100 Colonnade Rd, 130 Colonnade Rd, and Michael St (HPOC backup site)
Telecommunication ()"," ()","TRUE","Public Health Agency of Canada (PHAC)",
561,"PACCB - Communications Support Systems ()"," ()","TRUE","Public Health Agency of Canada (PHAC)",
562,"Physical Emergency Preparedness and Response ()"," ()","TRUE","Public Health Agency of Canada (PHAC)",
563,"PulseNet Canada ()"," ()","TRUE","Public Health Agency of Canada (PHAC)",
564,"Recalls & Safety Alerts Content Management System (RSAMS/CMS)"," ()","TRUE","Public Health Agency of Canada (PHAC)",
565,"REES Monitoring System ()"," ()","TRUE","Public Health Agency of Canada (PHAC)",
566,"Remote Access (Web-Office)()"," ()","TRUE","Public Health Agency of Canada (PHAC)",
567,"Scientific Exemptions for Import and Export ()"," ()","TRUE","Public Health Agency of Canada (PHAC)",
568,"Secure Access to Medical Marijuana (SAMM II)"," ()","TRUE","Public Health Agency of Canada (PHAC)",
569,"Sexually Transmitted Infections Database ()"," ()","TRUE","Public Health Agency of Canada (PHAC)",
570,"Special Access Programme (eSAP)"," ()","TRUE","Public Health Agency of Canada (PHAC)",
571,"Status Verification System (SVS)"," ()","TRUE","Public Health Agency of Canada (PHAC)",
572,"Telephony systems (secure phone and secure fax)()"," ()","TRUE","Public Health Agency of Canada (PHAC)",
573,"Various Access Control Systems for HC Facilities ()"," ()","TRUE","Public Health Agency of Canada (PHAC)",
574,"Various Branch QP Notes System ()"," ()","TRUE","Public Health Agency of Canada (PHAC)",
575,"WAN ()"," ()","TRUE","Public Health Agency of Canada (PHAC)",
576,"WebPHAC (static website)(WebPHAC)"," ()","TRUE","Public Health Agency of Canada (PHAC)",
577,"WiFi Network ()"," ()","TRUE","Public Health Agency of Canada (PHAC)",
578,"Email (Email)"," ()","TRUE","Public Safety Canada (PS)",
579,"NewsDesk (NewsDesk)"," ()","TRUE","Public Safety Canada (PS)",
580,"Public Safety Canada Website (PSC Website)"," ()","TRUE","Public Safety Canada (PS)",
581,"Records Documents Information Management System (RDIMS)"," ()","TRUE","Public Safety Canada (PS)",
582,"Virtual Private Network (remote access to)(VPN (remote access to))"," ()","TRUE","Public Safety Canada (PS)",
583,"BlackBerry (BB)"," ()","TRUE","Public Service Commission of Canada (PSC)",
584,"Email (Email)"," ()","TRUE","Public Service Commission of Canada (PSC)",
585,"Public Service Resourcing System ()"," ()","TRUE","Public Service Commission of Canada (PSC)",
586,"Autonomy Search ()"," ()","TRUE","Public Works and Government Services Canada (PWGSC)",
587,"BlackBerry (BB)"," ()","TRUE","Public Works and Government Services Canada (PWGSC)",
588,"Canada Gazette ()"," ()","TRUE","Public Works and Government Services Canada (PWGSC)",
589,"Canadian Forces Superannuation System (CFSA)"," ()","TRUE","Public Works and Government Services Canada (PWGSC)",
590,"Central Index (CENINDX)"," ()","TRUE","Public Works and Government Services Canada (PWGSC)",
591,"Central System Mailbox (CSM)"," ()","TRUE","Public Works and Government Services Canada (PWGSC)",
592,"Common Departmental Finance System (CDFS)"," ()","TRUE","Public Works and Government Services Canada (PWGSC)",
593,"Contributor System (CONT)"," ()","TRUE","Public Works and Government Services Canada (PWGSC)",
594,"Direct Deposit Interface (DDIS)"," ()","TRUE","Public Works and Government Services Canada (PWGSC)",
595,"Electronic Authorization & Authentication (EAA)"," ()","TRUE","Public Works and Government Services Canada (PWGSC)",
596,"Email (Email)"," ()","TRUE","Public Works and Government Services Canada (PWGSC)",
597,"Estimation and Elections (ESTEL)"," ()","TRUE","Public Works and Government Services Canada (PWGSC)",
598,"Foreign Address Parsing Software (IWORKS)"," ()","TRUE","Public Works and Government Services Canada (PWGSC)",
599,"Generic Utility Services (APIS, Split & Distribute)(GUS)"," ()","TRUE","Public Works and Government Services Canada (PWGSC)",
600,"Governement Electronic Data Interchange System (GEDIS)"," ()","TRUE","Public Works and Government Services Canada (PWGSC)",
601,"Government Banking System (GBS)"," ()","TRUE","Public Works and Government Services Canada (PWGSC)",
602,"Judges Superannuation System (JA)"," ()","TRUE","Public Works and Government Services Canada (PWGSC)",
603,"Management Reporting Module (MRM)"," ()","TRUE","Public Works and Government Services Canada (PWGSC)",
604,"Monthly Financial Statements (MFS)"," ()","TRUE","Public Works and Government Services Canada (PWGSC)",
605,"Pension Benefit Division system (PBDA)"," ()","TRUE","Public Works and Government Services Canada (PWGSC)",
606,"Pension Modernization (GCPENS)"," ()","TRUE","Public Works and Government Services Canada (PWGSC)",
607,"Pension Modernization (PENMOD)"," ()","TRUE","Public Works and Government Services Canada (PWGSC)",
608,"Public Accounts Production System (PAPS)"," ()","TRUE","Public Works and Government Services Canada (PWGSC)",
609,"Public Service Superannuation System (PSSA)"," ()","TRUE","Public Works and Government Services Canada (PWGSC)",
610,"Real Property Management System (RPMS)"," ()","TRUE","Public Works and Government Services Canada (PWGSC)",
611,"Regional Pay System (PAY)"," ()","TRUE","Public Works and Government Services Canada (PWGSC)",
612,"Standard Payment System (SPS)"," ()","TRUE","Public Works and Government Services Canada (PWGSC)",
613,"Superannuation Master Index System (SMIRS)"," ()","TRUE","Public Works and Government Services Canada (PWGSC)",
614,"Your Email Service - Domino Exchange Gateway (YES - DEG)"," ()","TRUE","Shared Services Canada (SSC)",
615,"Your Email Service - Identity Credential and Access Management Service (YES - ICAMS)"," ()","TRUE","Shared Services Canada (SSC)",
616,"Your Email Service - Service Delivery Portal (YES -SDP)"," ()","TRUE","Shared Services Canada (SSC)",
617,"Your Email Service - Bell Data Centre (including GCNet connectivity)(YES)"," ()","TRUE","Shared Services Canada (SSC)",
618,"Financial Application (Oracle BI - BIRM Portal)()"," ()","TRUE","Transport Canada (TC)",
619,"Records, Documents and Information Management Systems (RDIMS)"," ()","TRUE","Transport Canada (TC)",
620,"Security Regulatory Advisory System (SRAS)"," ()","TRUE","Transport Canada (TC)",
621,"Transport Integrated Personnel System (TIPS)"," ()","TRUE","Transport Canada (TC)",
622,"ccmMercury - EDM Tracking System Database ()"," ()","TRUE","Transport Canada (TC)",
623,"Transport Canada Automated Fingerprint Identificat (TCAFIS)"," ()","TRUE","Transport Canada (TC)",
624,"Crisis Management System (CMS)"," ()","TRUE","Transport Canada (TC)",
625,"Aircraft Maintenance & Dispatch System (AMDS)"," ()","TRUE","Transport Canada (TC)",
626,"Security Reliability Clearance Control System (SRCCS)"," ()","TRUE","Transport Canada (TC)",
627,"Security and Emergency Preparedness Information Re ()"," ()","TRUE","Transport Canada (TC)",
628,"Email; exchange, Evault, Oracle R12 ()"," ()","TRUE","Transport Canada (TC)",
629," (CMIC)"," ()","TRUE","Transport Canada (TC)",
630,"Canadian Civil Aircraft Register Computer System E (CCARCSE)"," ()","TRUE","Transport Canada (TC)",
631,"Compliance Audit Filing System (CAFS)"," ()","TRUE","Transport Canada (TC)",
632,"Continuing Airworthiness Web Information System (CAWIS)"," ()","TRUE","Transport Canada (TC)",
633,"Certificates of Competencies Issuing System (CMIC)"," ()","TRUE","Transport Canada (TC)",
634,"Enforcement Management System (EMS)"," ()","TRUE","Transport Canada (TC)",
635,"CANUTEC Registration System (ASD-CRS)"," ()","TRUE","Transport Canada (TC)",
636,"Marine Safety Enforcement Management System (MEMS)"," ()","TRUE","Transport Canada (TC)",
637,"Vessel Registration Query System (VQRS)"," ()","TRUE","Transport Canada (TC)",
638,"Transport Canada Marine Dangerous Goods (TCMDG)"," ()","TRUE","Transport Canada (TC)",
639,"Rail Safety Integrated Gateway (RSIG)"," ()","TRUE","Transport Canada (TC)",
640,"Rail Occurrence Follow-Up System (ROFS)"," ()","TRUE","Transport Canada (TC)",
641,"Navigable Waterways Database System (NWDS)"," ()","TRUE","Transport Canada (TC)",
642,"Marine Insurance Unit System (MIUS)"," ()","TRUE","Transport Canada (TC)",
643,"Federal/Provincial Query System (FEDPROV)"," ()","TRUE","Transport Canada (TC)",
644,"Electronic Pre-Arrival Information Report System (EPAIRS)"," ()","TRUE","Transport Canada (TC)",
645,"Distributed Air Personnel Licensing System (DAPLS)"," ()","TRUE","Transport Canada (TC)",
646,"Civil Aviation Regulations Exemptions Database (CARS Exemption)"," ()","TRUE","Transport Canada (TC)",
647,"Civil Aviation Daily Occurrence Reporting System (CADORS)"," ()","TRUE","Transport Canada (TC)",
648,"Secure Supply Chain Information Managment System (SSCIMS)"," ()","TRUE","Transport Canada (TC)",
649,"Aircraft Service (LOGCAS)"," ()","TRUE","Transport Canada (TC)",
650,"Common Look & Feel Page 4.0 (CLFPage4.0)"," ()","TRUE","Transport Canada (TC)",
651," (BIRM)"," ()","TRUE","Transport Canada (TC)",
652," (ECATS)"," ()","TRUE","Transport Canada (TC)",
653,"Leave & Extra Duty (LEX)"," ()","TRUE","Transport Canada (TC)",
654,"Virtual Private Network ()"," ()","TRUE","Veterans Affairs Canada (VAC)",
